nev = 16, nb = 0, ne = 12
==================== Brief of the dmatcsr ====================
nr = 3468624
nc = 3468624
nn = 24264350
============================= end ===========================
==================== Brief of the dmatcsr ====================
nr = 3468624
nc = 3468624
nn = 24264350
============================= end ===========================
==================== Brief of the dmatcsr ====================
nr = 3468624
nc = 3468624
nn = 24215580
============================= end ===========================
==================== Brief of the dmatcsr ====================
nr = 3468624
nc = 3468624
nn = 24207574
============================= end ===========================
********** amg parameters **********
strong_connection_threshold          = 0.25
strong_diagonally_dominant_threshold = 0.1
truncation_threshold                 = 0.2
positive_connected                   = 0
interpolation_type                   = 1
max_level                            = 100
max_coarsest_dof                     = 1000
setup_phase_print_level              = 0

linear_solver_base_type = 2

cg_max_iter = 1000
cg_tol      = 1e-14

gs_max_iter = 1000
gs_tol      = 1e-14

amgcycle_tol                 = 1e-16
amgcycle_coarsest_tol        = 1e-18
amgcycle_mu                  = 1
amgcycle_pre_post_smooth     = 1
amgcycle_coarsest_level      = 0
amgcycle_max_coarsest_smooth = 1000
amgcycle_print_level         = 0

amgsolver_tol                     = 1e-12
amgsolver_max_cycle               = 100
amgsolver_max_convergence_factor  = 0.99
amgsolver_nmax_convergence_factor = 1
amgsolver_print_level             = 0

pcg_amg_tol         = 1e-14
pcg_amg_max_iter    = 100
pcg_amg_print_level = 0

amgeigen_coarsest_level = 0
amgeigen_nouter_iter    = 1
amgeigen_print_level    = 1
************************************

init time: 26.303315
========================= multigrid =========================
level =  0, nrow = 3468624, nnz = 24215580, sparse =  6.981322
level =  1, nrow = 1219797, nnz = 16231139, sparse = 13.306426
level =  2, nrow =  453107, nnz = 9205865, sparse = 20.317199
level =  3, nrow =  165008, nnz = 3865734, sparse = 23.427555
level =  4, nrow =   55740, nnz = 1666554, sparse = 29.898708
level =  5, nrow =   19564, nnz =  659988, sparse = 33.734819
level =  6, nrow =    6958, nnz =  251084, sparse = 36.085657
level =  7, nrow =    2458, nnz =   89204, sparse = 36.291294
grid complexity = 1.554292, operator complexity = 2.320207
=============================================================
setup phase time: 12.846935
=============== 0 ===============
.............. Eigen -- linear solver amg .............
level   j   amgcycle            rn               time 
  6     0       1        0.005162118388640     0.044337
  6     1       1        0.003909148347921     0.042233
  6     2       1        0.003654893239284     0.041992
  6     3       1        0.002837824856854     0.041953
  6     4       1        0.002289525915659     0.041923
  6     5       1        0.002175726273399     0.041909
  6     6       1        0.001984113129645     0.042065
  6     7       1        0.002343452111744     0.042087
  6     8       1        0.002087855646954     0.042082
  6     9       1        0.002252072516977     0.041925
  6    10       1        0.001561305202887     0.041933
  6    11       1        0.001885715965068     0.041916
  6    12       1        0.001763716647464     0.041904
  6    13       1        0.001809672938144     0.041883
  6    14       1        0.001172929027804     0.041869
  6    15       1        0.001585347204544     0.041898
.......................................................
.............. Eigen -- linear solver amg .............
level   j   amgcycle            rn               time 
  5     0       1        0.004840705324609     0.053512
  5     1       1        0.003684951291417     0.053105
  5     2       1        0.003486208142996     0.052920
  5     3       1        0.002686774946077     0.052881
  5     4       1        0.002214575124144     0.052883
  5     5       1        0.001880490814649     0.052885
  5     6       1        0.001771029960479     0.052864
  5     7       1        0.002072909555245     0.052880
  5     8       1        0.002039674143652     0.052839
  5     9       1        0.001935542630719     0.052846
  5    10       1        0.001450647776146     0.053065
  5    11       1        0.001612213782032     0.052843
  5    12       1        0.001738839741747     0.052921
  5    13       1        0.001664189880345     0.052858
  5    14       1        0.001092329410500     0.052898
  5    15       1        0.001332328341409     0.052882
.......................................................
.............. Eigen -- linear solver amg .............
level   j   amgcycle            rn               time 
  4     0       1        0.004846138467297     0.083137
  4     1       1        0.003748620006104     0.083005
  4     2       1        0.003519081951048     0.083043
  4     3       1        0.002651623209069     0.082994
  4     4       1        0.002189660345509     0.082951
  4     5       1        0.001867059893542     0.083037
  4     6       1        0.001672532208556     0.083190
  4     7       1        0.002059209715123     0.083091
  4     8       1        0.001950625748431     0.083065
  4     9       1        0.001832354010652     0.083021
  4    10       1        0.001416007942307     0.083045
  4    11       1        0.001538054480869     0.083000
  4    12       1        0.001656623103494     0.083145
  4    13       1        0.001658800196340     0.083148
  4    14       1        0.001127230940206     0.082960
  4    15       1        0.001250303005748     0.083030
.......................................................
.............. Eigen -- linear solver amg .............
level   j   amgcycle            rn               time 
  3     0       1        0.004610627281719     0.159032
  3     1       1        0.003567506346258     0.159242
  3     2       1        0.003343686751657     0.158861
  3     3       1        0.002468374867798     0.158955
  3     4       1        0.002006724682092     0.159141
  3     5       1        0.001795231525898     0.159228
  3     6       1        0.001597565699862     0.158970
  3     7       1        0.001942192546032     0.158916
  3     8       1        0.001869335679047     0.159289
  3     9       1        0.001730217126760     0.159145
