==================== Brief of the dmatcsr ====================
nr = 4198401
nc = 4198401
nn = 29372417
============================= end ===========================
==================== Brief of the dmatcsr ====================
nr = 4198401
nc = 4198401
nn = 29372417
============================= end ===========================
==================== Brief of the dmatcsr ====================
nr = 4198401
nc = 4198401
nn = 20951049
============================= end ===========================
==================== Brief of the dmatcsr ====================
nr = 4198401
nc = 4198401
nn = 29315089
============================= end ===========================
********** amg parameters **********
strong_connection_threshold          = 0.25
strong_diagonally_dominant_threshold = 0.1
truncation_threshold                 = 0.2
positive_connected                   = 0
interpolation_type                   = 1
max_level                            = 100
max_coarsest_dof                     = 500
setup_phase_print_level              = 0

linear_solver_base_type = 2

cg_max_iter = 1000
cg_tol      = 1e-14

gs_max_iter = 1000
gs_tol      = 1e-14

amgcycle_tol                 = 1e-16
amgcycle_coarsest_tol        = 1e-18
amgcycle_mu                  = 1
amgcycle_pre_post_smooth     = 1
amgcycle_coarsest_level      = 0
amgcycle_max_coarsest_smooth = 1000
amgcycle_print_level         = 0

amgsolver_tol                     = 1e-12
amgsolver_max_cycle               = 100
amgsolver_max_convergence_factor  = 0.99
amgsolver_nmax_convergence_factor = 1
amgsolver_print_level             = 0

pcg_amg_tol         = 1e-14
pcg_amg_max_iter    = 100
pcg_amg_print_level = 0

amgeigen_coarsest_level = 0
amgeigen_nouter_iter    = 1
amgeigen_print_level    = 1
************************************

init time: 44.377571
========================= multigrid =========================
level =  0, nrow = 4198401, nnz = 20951049, sparse =  4.990245
level =  1, nrow = 2095105, nnz = 18839569, sparse =  8.992184
level =  2, nrow =  525311, nnz = 4735959, sparse =  9.015534
level =  3, nrow =  131589, nnz = 1182293, sparse =  8.984740
level =  4, nrow =   33028, nnz =  297778, sparse =  9.015926
level =  5, nrow =    8515, nnz =   79561, sparse =  9.343629
level =  6, nrow =    2165, nnz =   21889, sparse = 10.110393
level =  7, nrow =     597, nnz =    7141, sparse = 11.961474
grid complexity = 1.666042, operator complexity = 2.201095
=============================================================
setup phase time: 49.305395
=============== 0 ===============
.............. Eigen -- linear solver amg .............
level   j   amgcycle            rn               time 
  6     0       1        0.005450960176337     0.006976
  6     1       1        0.004345296277310     0.007540
  6     2       1        0.003306257172642     0.006996
  6     3       1        0.003943331413480     0.006236
  6     4       1        0.003147337808083     0.006307
  6     5       1        0.002928502504393     0.006580
  6     6       1        0.002232539781253     0.005965
  6     7       1        0.004308193438296     0.006767
  6     8       1        0.001923210382000     0.006238
  6     9       1        0.001996306756277     0.006135
  6    10       1        0.001610539647494     0.007193
  6    11       1        0.002086506669747     0.007207
  6    12       1        0.001776630488502     0.005901
  6    13       1        0.002173867596469     0.006122
  6    14       1        0.001385462706175     0.005945
  6    15       1        0.001846451009512     0.006008
.......................................................
.............. Eigen -- linear solver amg .............
level   j   amgcycle            rn               time 
  5     0       1        0.005365063500660     0.009001
  5     1       1        0.003848321991275     0.009388
  5     2       1        0.003292501731351     0.010907
  5     3       1        0.003434065050872     0.009665
  5     4       1        0.002775294743638     0.009971
  5     5       1        0.002278311197466     0.010281
  5     6       1        0.001849647933180     0.010007
  5     7       1        0.003410744325015     0.010306
  5     8       1        0.001235904694378     0.010879
  5     9       1        0.001333902447992     0.011172
  5    10       1        0.001516257888368     0.009439
  5    11       1        0.001563281403654     0.009886
  5    12       1        0.001248601239845     0.010193
  5    13       1        0.001553799168432     0.009766
  5    14       1        0.001345010131894     0.010246
  5    15       1        0.001268251342178     0.010632
.......................................................
.............. Eigen -- linear solver amg .............
level   j   amgcycle            rn               time 
  4     0       1        0.003522452313208     0.025584
  4     1       1        0.002421618693685     0.025733
  4     2       1        0.002143434056251     0.025496
  4     3       1        0.002392657359292     0.025397
  4     4       1        0.001248506533293     0.025767
  4     5       1        0.001623270954648     0.028973
  4     6       1        0.001307016425440     0.024637
  4     7       1        0.002576669382264     0.025167
  4     8       1        0.001111369021555     0.025078
  4     9       1        0.001195734418711     0.025635
  4    10       1        0.000785736606236     0.026946
  4    11       1        0.001254202300481     0.025733
  4    12       1        0.000751598374062     0.024792
  4    13       1        0.001194180755092     0.029224
  4    14       1        0.000815901963484     0.023729
