==================== Brief of the dmatcsr ====================
nr = 4198401
nc = 4198401
nn = 29372417
============================= end ===========================
==================== Brief of the dmatcsr ====================
nr = 4198401
nc = 4198401
nn = 29372417
============================= end ===========================
==================== Brief of the dmatcsr ====================
nr = 4198401
nc = 4198401
nn = 20951049
============================= end ===========================
==================== Brief of the dmatcsr ====================
nr = 4198401
nc = 4198401
nn = 29315089
============================= end ===========================
********** amg parameters **********
strong_connection_threshold          = 0.25
strong_diagonally_dominant_threshold = 0.1
truncation_threshold                 = 0.2
positive_connected                   = 0
interpolation_type                   = 1
max_level                            = 100
max_coarsest_dof                     = 500
setup_phase_print_level              = 0

linear_solver_base_type = 2

cg_max_iter = 1000
cg_tol      = 1e-14

gs_max_iter = 1000
gs_tol      = 1e-14

amgcycle_tol                 = 1e-16
amgcycle_coarsest_tol        = 1e-18
amgcycle_mu                  = 1
amgcycle_pre_post_smooth     = 1
amgcycle_coarsest_level      = 0
amgcycle_max_coarsest_smooth = 1000
amgcycle_print_level         = 0

amgsolver_tol                     = 1e-12
amgsolver_max_cycle               = 100
amgsolver_max_convergence_factor  = 0.99
amgsolver_nmax_convergence_factor = 1
amgsolver_print_level             = 0

pcg_amg_tol         = 1e-14
pcg_amg_max_iter    = 100
pcg_amg_print_level = 0

amgeigen_coarsest_level = 0
amgeigen_nouter_iter    = 1
amgeigen_print_level    = 1
************************************

init time: 36.989361
========================= multigrid =========================
level =  0, nrow = 4198401, nnz = 20951049, sparse =  4.990245
level =  1, nrow = 2095105, nnz = 18839569, sparse =  8.992184
level =  2, nrow =  525309, nnz = 4731841, sparse =  9.007729
level =  3, nrow =  131581, nnz = 1180133, sparse =  8.968871
level =  4, nrow =   33021, nnz =  295141, sparse =  8.937979
level =  5, nrow =    8569, nnz =   78101, sparse =  9.114366
level =  6, nrow =    2109, nnz =   19201, sparse =  9.104315
level =  7, nrow =     542, nnz =    5080, sparse =  9.372694
grid complexity = 1.666024, operator complexity = 2.200373
=============================================================
setup phase time: 33.904982
=============== 0 ===============
.............. Eigen -- linear solver amg .............
level   j   amgcycle            rn               time 
  6     0       1        0.001123257523253     0.003562
  6     1       1        0.000645069229799     0.003513
  6     2       1        0.001406066906875     0.003574
  6     3       1        0.000593639616496     0.003465
  6     4       1        0.000385083257664     0.003441
  6     5       1        0.000985263003786     0.003598
  6     6       1        0.000386095673738     0.003508
  6     7       1        0.000782390877720     0.003500
  6     8       1        0.000345195645720     0.003351
  6     9       1        0.000638897456709     0.003407
  6    10       1        0.000505170867198     0.003430
  6    11       1        0.000433974173962     0.003370
  6    12       1        0.000768818436868     0.003352
  6    13       1        0.000371903465843     0.003433
  6    14       1        0.000635531797486     0.003415
  6    15       1        0.000317320822050     0.003406
  6    16       1        0.000551963843677     0.003287
  6    17       1        0.000345161722853     0.003334
  6    18       1        0.000567469370802     0.003299
  6    19       1        0.000539811144026     0.003508
  6    20       1        0.000394091470901     0.003515
  6    21       1        0.000593877055055     0.003550
.......................................................
.............. Eigen -- linear solver amg .............
level   j   amgcycle            rn               time 
  5     0       1        0.000862565791908     0.005382
  5     1       1        0.000506720202352     0.005224
  5     2       1        0.000540880591822     0.005040
  5     3       1        0.000444942190134     0.005017
  5     4       1        0.000277321418895     0.005177
  5     5       1        0.000385917365099     0.005214
  5     6       1        0.000279438760712     0.005662
  5     7       1        0.000299884302876     0.004921
  5     8       1        0.000233826403345     0.005164
  5     9       1        0.000250635454451     0.005126
  5    10       1        0.000313821665202     0.005217
  5    11       1        0.000272510380762     0.005312
  5    12       1        0.000287905191344     0.005357
  5    13       1        0.000207796623259     0.005169
  5    14       1        0.000222256410148     0.005443
  5    15       1        0.000179005150458     0.005226
  5    16       1        0.000214737588438     0.005264
  5    17       1        0.000185522035223     0.005111
  5    18       1        0.000204252177708     0.005017
  5    19       1        0.000259399237519     0.005181
  5    20       1        0.000178695028171     0.005138
  5    21       1        0.000205699427333     0.005172
.......................................................
.............. Eigen -- linear solver amg .............
level   j   amgcycle            rn               time 
  4     0       1        0.000805072274086     0.013590
  4     1       1        0.000470339918543     0.012882
  4     2       1        0.000472314189181     0.012756
